Id,preco,fold,previsao_correspondencia,catboost_alpha_1.00,catboost_alpha_1.50
2479,2100000.0,1,,1363379.7177930707,1229078.2677803012
2480,488000.0,2,399000.0,369092.7148886783,363919.23632043885
2481,420000.0,3,,407557.83288819034,406453.75270880613
2482,5400000.0,4,,4363384.055686586,3281248.8289935496
2483,2500000.0,3,,1736612.7335579398,1511157.8926249188
2484,360000.0,4,362500.0,382896.22433369176,370134.702271316
2485,950000.0,5,1100000.0,1020896.1377337743,1016789.338441844
2486,870000.0,2,,775642.8207030686,811630.6565257149
2487,255000.0,1,265000.0,259053.1886043904,255811.4808263198
2488,406000.0,3,510000.0,442837.8281562889,430280.805557446
2489,395000.0,5,,399901.56913805247,399510.84342197346
2490,620000.0,3,,720433.0000338642,727095.0280665919
2491,1200000.0,2,890000.0,762172.9093179855,772873.2945874725
2492,1557000.0,3,,1178047.8080399446,1060684.5625500826
2493,610000.0,5,570000.0,533137.4448817503,527416.5865218322
2494,350000.0,3,,398744.9896257718,398485.6007515636
2495,453600.0,1,447300.0,398240.5180234391,399302.0207950371
2496,390000.0,1,,398795.96906480694,390468.14526525314
2497,620000.0,3,,799893.0231965107,762690.1066757604
2498,395000.0,1,455000.0,394356.3391869441,392108.33010734816
2499,986557.0,2,750000.0,874468.71784021,886060.2441909368
2500,320000.0,5,,333719.3588710783,328075.1887422367
2501,750000.0,2,,771868.2422233981,737855.4624537203
2502,495000.0,1,,550600.2009827521,546178.1080223065
2503,1700000.0,5,2680000.0,1389592.1276959362,1285325.9580184403
2504,500000.0,3,,664535.8884126575,658397.2317592029
2505,800000.0,5,800000.0,768449.3789873701,773811.4796473958
2506,580000.0,1,,801763.8151780934,834578.7602031922
2507,1730000.0,2,,976916.8421224384,847374.5038690584
2508,360000.0,2,,397807.80308154976,386241.2981698352
2509,450000.0,2,,491165.6333516699,479007.7336118569
2510,1110000.0,3,1224000.0,1237545.4528401466,1204135.3468126298
2511,340000.0,5,235000.0,404527.78967028065,402966.4912665294
2512,950000.0,1,1150000.0,904815.1551898628,885629.7028525338
2513,460000.0,5,,353545.81151077006,347904.8739150367
2514,388008.0,4,,376708.2487717964,357778.5471209229
2515,360000.0,4,,388446.09000706417,379592.20562380145
2516,189000.0,4,208000.0,232049.99841481817,231660.00185493135
2517,330000.0,4,,326235.6719870092,323468.6692208762
2518,680000.0,2,,922348.9680765779,972743.7903959557
2519,220000.0,2,,227181.7392755293,225646.84666384646
2520,380000.0,4,360000.0,379393.0022375546,379437.00267194543
2521,499000.0,4,497000.0,505911.5705217298,496837.7880817639
2522,607000.0,3,590000.0,489671.27434858895,472205.3658433975
2523,750000.0,3,,683209.476477528,689026.0485819873
2524,2000000.0,5,,1532491.6149574495,1441278.7636250826
2525,580000.0,5,,435616.9130013244,426624.6577861655
2526,610000.0,5,570000.0,533137.4448817503,527416.5865218322
2527,1100000.0,4,1075000.0,754006.5007076799,716486.9313796073
2528,900000.0,1,,1077536.0641171276,1024519.5673713073
2529,330000.0,3,,341576.1708023445,333293.5181543075
2530,1321000.0,3,1150000.0,889400.75375218,864771.0429372827
2531,459900.0,1,,406133.92089557514,408597.9836745627
2532,670000.0,5,,830395.883862779,809747.5574207437
2533,900000.0,2,900000.0,1205819.8141033463,1265769.1592088544
2534,315000.0,1,335000.0,326547.45666933845,322909.41846666916
2535,550000.0,1,,602295.9482507397,555228.4221688367
2536,1500000.0,1,,1146245.5192616994,1005075.9878311888
2537,589000.0,5,500000.0,716137.8832737614,730415.8521067386
2538,226580.0,5,,286862.262400887,277750.5253261503
2539,350000.0,1,380000.0,300419.3803656614,280817.83536671195
2540,670000.0,5,,577276.0474610017,536963.4805463554
2541,567000.0,2,493500.0,367544.0716104059,362122.9215401655
2542,520000.0,5,650000.0,456319.01715293754,435169.83900750865
2543,550000.0,3,,493951.73624576087,475747.06833933236
2544,250000.0,2,,335061.504332874,299071.3392447654
2545,1278000.0,1,1000000.0,1221449.2356713184,1190245.2448315336
2546,310000.0,4,310000.0,324207.89081354934,325716.58953475946
2547,800000.0,3,770000.0,586919.8549074151,577307.318140833
2548,980000.0,3,,1109737.9114891868,1094195.2847566328
2549,230000.0,4,,320945.30042508495,303778.2623490724
2550,210000.0,2,,260977.037457028,258366.27843930008
2551,4100000.0,2,3790000.0,3149105.3219254455,2885741.9558477104
2552,285000.0,1,,381817.95619379857,364506.82065924344
2553,1239000.0,4,1500000.0,1383291.5778713694,1298896.9454519951
2554,700000.0,2,,400432.45505784545,389464.0180634085
2555,750000.0,2,,665044.1285454149,657082.1206119182
2556,330000.0,1,350000.0,298780.7781785288,301404.1956265699
2557,1100000.0,4,,826210.4732233752,793349.4300252972
2558,1700000.0,2,,1067503.0195652817,1019449.8178302298
2559,350000.0,5,,450320.41430109134,427013.6593148633
2560,300000.0,5,320000.0,341181.8412404892,340591.8163988131
2561,830000.0,3,,792133.0512529829,772756.891923571
2562,700000.0,1,,467407.63583723054,459260.05746230436
2563,490000.0,5,590000.0,533551.2461130184,528290.1715305126
2564,490000.0,5,,520846.2083232848,521796.91427778354
2565,340000.0,2,,318531.26646081166,318830.00540357846
2566,350000.0,2,,363893.7804651998,360277.1548790819
2567,570000.0,4,590000.0,539814.113122678,528911.4943268052
2568,479000.0,1,388500.0,399189.8224448682,393516.42132107395
2569,1290000.0,2,,1188324.8869676208,1108742.7998455989
2570,370000.0,5,,418402.8871317599,410066.3151283497
2571,820000.0,3,825000.0,833645.6838162711,812168.0970817476
2572,600000.0,4,,337753.50285664346,347902.995084716
2573,1300000.0,3,1500000.0,1343717.6677825116,1295606.3379610106
2574,750000.0,2,,745384.6463506646,678705.0815197099
2575,310000.0,5,376250.0,324640.93084272026,312128.8838763055
2576,575000.0,3,,803604.9587880096,790641.3285358598
2577,259000.0,2,274500.0,270560.62500482454,265687.1105388989
2578,400000.0,5,300000.0,391887.9288427944,384104.4257294745
2579,380000.0,2,550000.0,429650.37123219547,413298.26170021313
2580,1050000.0,4,,653768.4400443977,612142.3343887593
2581,1150000.0,5,945000.0,826868.6004821846,776647.5810425257
2582,120000.0,3,,115702.6250650475,116003.3081688955
2583,300000.0,1,300000.0,309383.0419923918,301103.3247394857
2584,295000.0,4,,306263.8970347128,292233.5277726816
2585,405000.0,1,349000.0,384078.4048869917,379896.164566548
2586,470000.0,4,,443612.4463639385,437213.91376378253
2587,360000.0,1,,358128.52905784146,349149.2072371268
2588,340000.0,4,650000.0,441647.66353288345,408526.9930167941
2589,360000.0,4,,346487.76386138576,341183.4641996574
2590,1290000.0,2,1500000.0,1341297.0590981524,1302408.4171356864
2591,324000.0,4,,312026.81830893556,306254.36065046454
2592,595000.0,4,437500.0,343909.2051407873,331554.84259244177
2593,410000.0,4,,423675.41181394766,408123.90564057097
2594,850000.0,3,,1183018.504468726,1117392.4107839079
2595,630000.0,1,697500.0,615834.1817997769,597487.9135718369
2596,1150000.0,5,1385000.0,1104854.965793963,1028893.8051884384
2597,450000.0,1,,389454.66924579017,398183.1863462045
2598,223000.0,3,199000.0,236970.81803287118,231291.8588687337
2599,250000.0,1,279000.0,283121.37751979043,282544.9527221209
2600,300000.0,1,290000.0,323959.55543741427,315919.5355957721
2601,340000.0,5,,284483.2278552335,265693.91413097415
2602,220000.0,3,230000.0,227467.11684932112,226814.50271467894
2603,390000.0,1,,398003.35343860835,388305.6534225275
2604,295000.0,5,295000.0,301608.6216034665,304787.2397733831
2605,450000.0,2,,405415.5339161342,401932.7077064165
2606,450000.0,1,450000.0,347155.23680922616,343930.83268673107
2607,1200000.0,5,,923379.3595510664,908250.3758537634
2608,890000.0,3,,838851.4612309437,811683.9651141453
2609,1100000.0,5,,1097543.2735402961,1040730.2155002513
2610,2150000.0,4,,2520814.362600616,2221080.6593559687
2611,650000.0,3,730000.0,771895.3825761235,719409.4859282378
2612,1100000.0,2,,882545.0420028417,842219.8923719819
2613,850000.0,2,850000.0,857073.4550372608,856121.3256672705
2614,335000.0,2,430000.0,380546.1664526016,374126.91354095825
2615,386000.0,4,386000.0,392124.1736727997,394530.31935192033
2616,460000.0,5,565000.0,534788.0518563391,533495.313575497
2617,600000.0,5,,864996.6214570628,830650.992239771
2618,380000.0,3,,509679.8603507841,488503.6203180121
2619,750000.0,1,540000.0,613190.7752384922,610512.8384836952
2620,670000.0,3,650000.0,487202.477840347,480431.4416092031
2621,235000.0,2,250000.0,289721.0808936265,279209.77096728166
2622,690000.0,1,,413183.04884045164,392465.5628258147
2623,290000.0,5,,358921.8960589728,357565.39612017636
2624,519000.0,5,,555781.6629395509,551909.9107757318
2625,370000.0,5,,444407.52287950006,434598.7021032748
2626,1500000.0,1,,1126010.7853974302,1130930.2535331945
2627,500000.0,1,,634655.5068236243,640022.8955306006
2628,530000.0,3,525000.0,562137.3544534112,565575.593660511
2629,1450000.0,4,2300000.0,1397177.32598488,1275595.6250096394
2630,600000.0,3,550000.0,531430.2320571443,532958.0536616431
2631,610000.0,3,570000.0,531042.9254396532,521207.5186163848
2632,630000.0,3,582500.0,486638.9252937847,469425.02457770845
2633,1390000.0,3,1300000.0,1835511.5720224928,1695597.8988398355
2634,800000.0,1,,913699.7402029823,928160.5713552188
2635,370000.0,4,,380849.6841287962,388963.4474006419
2636,535000.0,5,,359714.70399819175,359844.7888865066
2637,2100000.0,3,1600000.0,1431520.0805965047,1273394.0459261453
2638,300000.0,3,,345103.26927557745,334256.49471508455
2639,350000.0,5,550000.0,504797.9862963685,497921.55916467536
2640,1500000.0,2,,974987.4927239489,955283.3711837863
2641,490000.0,3,345000.0,457234.68893744913,452542.786242713
2642,500000.0,3,,504414.9283287563,471828.748995418
2643,268000.0,1,290000.0,303386.6085434147,295160.45716545585
2644,299000.0,2,,429871.80397790263,426878.9214694151
2645,1500000.0,2,,1799079.4761810927,1687298.677805401
2646,290000.0,5,,340534.46990036574,329608.4652524527
2647,155000.0,5,,203942.79916928604,206769.05418415985
2648,240000.0,2,,240784.3314303322,246737.3179497026
2649,336000.0,2,,377230.588854496,372547.5546759307
2650,722000.0,3,630000.0,605190.8839570034,596995.3441809922
2651,850000.0,1,,653056.5519564202,616753.0794444602
2652,894000.0,3,790000.0,729964.9449141454,712763.7092790797
2653,400000.0,2,560000.0,491763.4360737931,465496.6105050032
2654,380000.0,5,493500.0,350618.662856824,330313.22196726146
2655,550000.0,2,,435490.56323036976,401818.6046535771
2656,630000.0,1,,574888.039973168,545952.8904675983
2657,488000.0,3,,408902.3581836422,394501.74338071264
2658,450000.0,1,,475086.0485450249,464485.4108616566
2659,620000.0,2,,485532.4647747552,471652.1208131235
2660,950000.0,5,,909343.5692530014,848766.384510496
2661,3200000.0,2,,2922794.62774554,2426809.7700623805
2662,770000.0,4,765000.0,750304.7710801589,736295.6458227972
2663,950000.0,3,1019500.0,978598.0161905695,936638.7199994964
2664,540000.0,5,670000.0,655357.6122116477,640729.787893936
2665,750400.0,3,850000.0,884068.0095418476,867664.8840363142
2666,269000.0,2,,247747.11587393167,234165.886135217
2667,1300000.0,5,1350000.0,1312874.7083814305,1349502.4158065908
2668,185000.0,5,,215068.88847874198,213104.7598859685
2669,520000.0,1,550000.0,596545.4968271878,585612.1975410304
2670,220000.0,2,,273412.88879996305,278160.6241271633
2671,240000.0,1,,343266.0989864767,320974.18096734944
2672,546300.0,5,607000.0,570756.8578798936,561292.1242849007
2673,270000.0,3,,244009.60710616774,246458.9034123931
2674,180000.0,5,,300735.0271534358,292164.98944336554
2675,390000.0,4,325000.0,327769.81381364283,312779.3880519887
2676,1030000.0,5,912000.0,880945.8581739145,903109.0989259492
2677,730000.0,1,,879808.3725338217,863415.4410024916
2678,260000.0,1,320000.0,299495.2458405622,286736.8479952294
2679,1200000.0,3,990000.0,994952.2861045698,967069.6870140865
2680,2500000.0,3,2550000.0,1572603.761945339,1505638.9873298178
2681,196000.0,2,,271311.42450232856,268155.3481377612
2682,720000.0,5,,731147.6409371289,710361.3497345671
2683,480000.0,2,550000.0,569895.2599233318,557879.7096226237
2684,470000.0,1,475000.0,407971.8102959376,416023.25710621366
2685,1940000.0,4,,1553251.9830562926,1471887.9174961022
2686,370000.0,3,390000.0,310013.41722395935,301868.433083815
2687,315000.0,4,450000.0,397345.57436986343,385822.66178086086
2688,530000.0,3,500000.0,541219.8922788566,538525.1497545457
2689,315000.0,4,,342458.2691649113,336168.4098386221
2690,310000.0,5,380000.0,340424.28398702666,343716.51906214806
2691,1800000.0,2,1578892.5,1614390.373623302,1469735.3510365705
2692,280000.0,1,295000.0,311436.8850314906,308364.53417515644
2693,265000.0,4,,237726.138477952,236574.9464096792
2694,650000.0,1,647500.0,720527.5191348512,706599.9715822412
2695,620000.0,4,560000.0,512937.2008380772,507525.67527202267
2696,1650000.0,2,1598000.0,805985.746929086,796582.7145437622
2697,240000.0,4,,259080.703615962,259298.106657943
2698,750000.0,3,,763162.6608293192,723107.4808684413
2699,670000.0,5,685000.0,781438.694252016,809650.3833578589
2700,330000.0,5,,341034.3104632988,331302.7551575715
2701,380000.0,2,360000.0,428242.0140296217,423518.729314232
2702,520000.0,4,,493872.9763383383,486205.81649988354
2703,553079.0,3,,382431.2588397022,380383.8289380003
2704,590000.0,4,650000.0,516240.18201104604,491296.5022163926
2705,520000.0,4,470000.0,416635.239866361,415929.7782834677
2706,2680000.0,1,2950000.0,1391170.1153506287,1320545.5625383584
2707,504193.0,4,415000.0,401304.6098321324,405935.05384142406
2708,2650000.0,3,2800000.0,1570221.7281806867,1417712.3259074048
2709,860000.0,3,,882510.3391708441,920463.7536193064
2710,250000.0,5,320000.0,245976.9087340558,246636.66356563868
2711,470000.0,4,470000.0,422240.27660753677,416603.1603253936
2712,950000.0,4,990000.0,969122.6174084967,947904.272560406
2713,680000.0,2,,668973.1137070123,638445.5420312419
2714,640000.0,5,650000.0,479908.4592863804,472918.6386186977
2715,410000.0,3,,327109.4390773011,322773.93514672003
2716,290000.0,4,,319114.20767916046,298178.5153787653
2717,420000.0,5,,443214.4337180005,454135.292486955
2718,490000.0,5,,419397.8254468429,408454.5077248527
2719,525000.0,1,500000.0,472335.28854463313,476318.8669465279
2720,350000.0,3,,261675.90656105353,252860.66685871934
2721,606976.0,2,590100.5,532071.9229588486,519834.68687649205
2722,270000.0,1,279000.0,290467.26806174836,292708.9339415665
2723,645000.0,4,,925275.9739716387,947886.5481201925
2724,1050000.0,5,1150000.0,1339902.282032176,1266679.1328254107
2725,360000.0,5,360000.0,348011.0607272084,342885.26417151955
2726,200000.0,5,,213572.47101903203,202082.6957152932
2727,320000.0,4,,305649.8990665331,294004.8165655467
2728,358000.0,2,,324955.77536191925,319402.3639638477
2729,650000.0,5,,785798.5064093346,792112.4606541041
2730,650000.0,2,,650243.7297202492,650918.8250226589
2731,480000.0,4,385000.0,424705.1601569318,430233.0491576678
2732,350000.0,1,350000.0,414294.3351777167,401094.64858779224
2733,5800000.0,5,4500000.0,1978826.4719322873,1622622.1723974224
2734,500000.0,2,,491091.48536662944,479867.9838763263
2735,450000.0,1,,400846.452760386,388994.5487301573
2736,420000.0,4,377500.0,372267.5861831054,370115.605622681
2737,337657.0,2,338000.0,333114.7783098557,328512.4364817722
2738,570000.0,4,590000.0,539814.113122678,528911.4943268052
2739,420000.0,4,420000.0,451285.66065567755,451002.2866484859
2740,320000.0,3,,421598.16691383795,410627.15281136427
2741,1800000.0,5,1250000.0,1134576.2042434062,1095714.7663339793
2742,650000.0,3,,511337.66193644877,499758.31464274623
2743,350000.0,1,355000.0,351887.75139953167,345783.15178273106
2744,360000.0,3,,382541.11361710366,383299.11247921555
2745,1550000.0,2,,1274847.3521589437,1241489.6159347605
2746,386910.0,4,,333052.69339218916,337914.82280982164
2747,285000.0,1,,251172.28084440244,249643.07098466612
2748,850000.0,4,,1039676.8064577727,1011841.4292866227
2749,650000.0,2,,583312.8928087745,608787.6135512732
2750,775000.0,4,867500.0,969612.5280543001,954293.9225695583
2751,1000000.0,4,,1243813.375790962,1131198.122247928
2752,1400000.0,2,,1222826.3300481297,1083521.1127368368
2753,380000.0,2,377500.0,378543.8845918467,378550.5183743988
2754,725000.0,5,487100.0,440784.2398965494,421640.0295446487
2755,1050000.0,4,,1124094.8577478158,1146039.6896126373
2756,350000.0,2,,375371.15319622954,368147.4947340044
2757,525000.0,1,632500.0,558026.3785592015,537195.6051618471
2758,690000.0,4,,691343.1398503559,707938.7508848712
2759,230000.0,5,250000.0,248847.2396730247,234846.6137383347
2760,1000000.0,1,,972123.6047000238,1004751.6638927318
2761,450000.0,5,,425697.7147585081,412768.006370506
2762,1300000.0,2,,1367877.6710977848,1392712.662900603
2763,630000.0,4,635000.0,621030.024703703,618681.5106917635
2764,400000.0,5,,426006.2288456691,437686.2092104934
2765,350000.0,1,362500.0,304914.94445552444,299935.34399628075
2766,550000.0,1,609017.0,541528.5151669928,534852.501603595
2767,445000.0,5,,408354.4340586445,415159.3819916653
2768,225000.0,3,,276786.3531396707,265449.8345207726
2769,420000.0,4,399000.0,406088.2741149885,381621.76493831055
2770,180000.0,5,,306180.3021845619,286597.99791426497
2771,850000.0,5,,1003794.462237962,978777.0404538915
2772,330000.0,4,,235686.12671612232,233115.84740291644
2773,1500000.0,3,,881786.1882707012,694715.924193996
2774,2450000.0,3,,1055090.9251410281,1000875.5460465691
2775,1300000.0,4,,1245753.4008477926,1133143.5999660864
2776,260000.0,5,,258652.30108078136,260355.38268747472
2777,270000.0,1,,225406.51578131004,221432.05634877027
2778,360000.0,4,350000.0,349526.15390103735,340372.98920218856
2779,320000.0,4,260000.0,285215.8782658767,279002.12827029236
2780,1200000.0,3,,496213.4962180362,456467.9243500118
2781,357000.0,4,315000.0,380705.105310911,384440.70993060136
2782,450000.0,3,,364665.19477156963,343521.0050029771
2783,510000.0,3,530000.0,459562.7683799824,473119.07847160037
